OrderID	ProductName	CategoryName	SupplierName	Quantity	Price	Revenue
10369	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	18	38	684
10383	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	20	38	760
10401	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	70	38	2660
10426	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	5	38	190
10430	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	30	38	1140
10433	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	28	38	1064
10436	Gnocchi di nonna Alice	Grains/Cereals	Pasta Buttini s.r.l.	40	38	1520
10251	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	15	19.5	292.5
10260	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	50	19.5	975
10282	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	2	19.5	39
10326	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	16	19.5	312
10355	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	25	19.5	487.5
10368	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	25	19.5	487.5
10416	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	20	19.5	390
10438	Ravioli Angelo	Grains/Cereals	Pasta Buttini s.r.l.	15	19.5	292.5
10289	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	9	33.25	299.25
10343	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	50	33.25	1662.5
10368	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	35	33.25	1163.75
10370	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	30	33.25	997.5
10426	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	7	33.25	232.75
10436	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	30	33.25	997.5
10439	Wimmers gute Semmelknîdel	Grains/Cereals	Plutzer Lebensmittelgro·mÑrkte AG	6	33.25	199.5
10420	Mishi Kobe Niku	Meat/Poultry	Tokyo Traders	20	97	1940
10265	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	30	39	1170
10279	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	15	39	585
10294	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	15	39	585
10302	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	40	39	1560
10319	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	8	39	312
10338	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	20	39	780
10339	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	70	39	2730
10346	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	36	39	1404
10415	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	2	39	78
10430	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	45	39	1755
10431	Alice Mutton	Meat/Poultry	Pavlova, Ltd.	50	39	1950
10268	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	10	123.79	1237.9
10290	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	15	123.79	1856.8500000000001
10305	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	25	123.79	3094.75
10354	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	4	123.79	495.16
10360	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	35	123.79	4332.650000000001
10369	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	20	123.79	2475.8
10382	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	14	123.79	1733.0600000000002
10400	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	21	123.79	2599.59
10440	ThÅringer Rostbratwurst	Meat/Poultry	Plutzer Lebensmittelgro·mÑrkte AG	24	123.79	2970.96
10256	Perth Pasties	Meat/Poultry	G'day, Mate	15	32.8	491.99999999999994
10285	Perth Pasties	Meat/Poultry	G'day, Mate	36	32.8	1180.8
10306	Perth Pasties	Meat/Poultry	G'day, Mate	10	32.8	328
10312	Perth Pasties	Meat/Poultry	G'day, Mate	20	32.8	656
10380	Perth Pasties	Meat/Poultry	G'day, Mate	20	32.8	656
10388	Perth Pasties	Meat/Poultry	G'day, Mate	40	32.8	1312
10395	Perth Pasties	Meat/Poultry	G'day, Mate	70	32.8	2296
10416	Perth Pasties	Meat/Poultry	G'day, Mate	10	32.8	328
10421	Perth Pasties	Meat/Poultry	G'day, Mate	15	32.8	491.99999999999994
10437	Perth Pasties	Meat/Poultry	G'day, Mate	15	32.8	491.99999999999994
10288	Tourtiäre	Meat/Poultry	Ma Maison	10	7.45	74.5
10306	Tourtiäre	Meat/Poultry	Ma Maison	5	7.45	37.25
10331	Tourtiäre	Meat/Poultry	Ma Maison	15	7.45	111.75
10349	Tourtiäre	Meat/Poultry	Ma Maison	24	7.45	178.8
10352	Tourtiäre	Meat/Poultry	Ma Maison	20	7.45	149
10360	Tourtiäre	Meat/Poultry	Ma Maison	28	7.45	208.6
10362	Tourtiäre	Meat/Poultry	Ma Maison	24	7.45	178.8
10367	Tourtiäre	Meat/Poultry	Ma Maison	18	7.45	134.1
10375	Tourtiäre	Meat/Poultry	Ma Maison	10	7.45	74.5
10408	Tourtiäre	Meat/Poultry	Ma Maison	6	7.45	44.7
10432	Tourtiäre	Meat/Poultry	Ma Maison	40	7.45	298
10442	Tourtiäre	Meat/Poultry	Ma Maison	80	7.45	596
10254	PÉtÇ chinois	Meat/Poultry	Ma Maison	21	24	504
10280	PÉtÇ chinois	Meat/Poultry	Ma Maison	20	24	480
10342	PÉtÇ chinois	Meat/Poultry	Ma Maison	40	24	960
10356	PÉtÇ chinois	Meat/Poultry	Ma Maison	12	24	288
10389	PÉtÇ chinois	Meat/Poultry	Ma Maison	15	24	360
10398	PÉtÇ chinois	Meat/Poultry	Ma Maison	120	24	2880
10425	PÉtÇ chinois	Meat/Poultry	Ma Maison	10	24	240
10262	Uncle Bob's Organic Dried Pears	Produce	Grandma Kelly's Homestead	15	30	450
10385	Uncle Bob's Organic Dried Pears	Produce	Grandma Kelly's Homestead	10	30	300
10249	Tofu	Produce	Mayumi's	9	23.25	209.25
10325	Tofu	Produce	Mayumi's	9	23.25	209.25
10333	Tofu	Produce	Mayumi's	10	23.25	232.5
10375	Tofu	Produce	Mayumi's	15	23.25	348.75
10393	Tofu	Produce	Mayumi's	42	23.25	976.5
10409	Tofu	Produce	Mayumi's	12	23.25	279
10412	Tofu	Produce	Mayumi's	20	23.25	465
10427	Tofu	Produce	Mayumi's	35	23.25	813.75
10277	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	20	45.6	912
10302	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	28	45.6	1276.8
10312	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	4	45.6	182.4
10319	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	14	45.6	638.4
10360	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	30	45.6	1368
10368	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	13	45.6	592.8000000000001
10377	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	20	45.6	912
10387	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	6	45.6	273.6
10406	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	42	45.6	1915.2
10443	Rîssle Sauerkraut	Produce	Plutzer Lebensmittelgro·mÑrkte AG	12	45.6	547.2
10249	Manjimup Dried Apples	Produce	G'day, Mate	40	53	2120
10250	Manjimup Dried Apples	Produce	G'day, Mate	35	53	1855
10291	Manjimup Dried Apples	Produce	G'day, Mate	2	53	106
10335	Manjimup Dried Apples	Produce	G'day, Mate	48	53	2544
10362	Manjimup Dried Apples	Produce	G'day, Mate	20	53	1060
10397	Manjimup Dried Apples	Produce	G'day, Mate	18	53	954
10254	Longlife Tofu	Produce	Tokyo Traders	21	10	210
10263	Longlife Tofu	Produce	Tokyo Traders	36	10	360
10370	Longlife Tofu	Produce	Tokyo Traders	20	10	200
10381	Longlife Tofu	Produce	Tokyo Traders	14	10	140
10382	Longlife Tofu	Produce	Tokyo Traders	50	10	500
10418	Longlife Tofu	Produce	Tokyo Traders	15	10	150
10439	Longlife Tofu	Produce	Tokyo Traders	30	10	300
10273	Ikura	Seafood	Tokyo Traders	24	31	744
10276	Ikura	Seafood	Tokyo Traders	15	31	465
10357	Ikura	Seafood	Tokyo Traders	30	31	930
10389	Ikura	Seafood	Tokyo Traders	16	31	496
10276	Konbu	Seafood	Mayumi's	10	6	60
10291	Konbu	Seafood	Mayumi's	20	6	120
10325	Konbu	Seafood	Mayumi's	12	6	72
10383	Konbu	Seafood	Mayumi's	20	6	120
10391	Konbu	Seafood	Mayumi's	18	6	108
10394	Konbu	Seafood	Mayumi's	10	6	60
10420	Konbu	Seafood	Mayumi's	2	6	12
10293	Carnarvon Tigers	Seafood	Pavlova, Ltd.	12	62.5	750
10305	Carnarvon Tigers	Seafood	Pavlova, Ltd.	25	62.5	1562.5
10332	Carnarvon Tigers	Seafood	Pavlova, Ltd.	40	62.5	2500
10340	Carnarvon Tigers	Seafood	Pavlova, Ltd.	20	62.5	1250
10382	Carnarvon Tigers	Seafood	Pavlova, Ltd.	9	62.5	562.5
10263	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	60	25.89	1553.4
10282	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	6	25.89	155.34
10306	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	10	25.89	258.9
10327	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	35	25.89	906.15
10329	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	8	25.89	207.12
10338	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	15	25.89	388.35
10380	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	18	25.89	466.02
10401	Nord-Ost Matjeshering	Seafood	Nord-Ost-Fisch Handelsgesellschaft mbH	18	25.89	466.02
10255	Inlagd Sill	Seafood	Svensk Sjîfîda AB	25	19	475
10270	Inlagd Sill	Seafood	Svensk Sjîfîda AB	30	19	570
10298	Inlagd Sill	Seafood	Svensk Sjîfîda AB	40	19	760
10313	Inlagd Sill	Seafood	Svensk Sjîfîda AB	12	19	228
10337	Inlagd Sill	Seafood	Svensk Sjîfîda AB	20	19	380
10342	Inlagd Sill	Seafood	Svensk Sjîfîda AB	40	19	760
10358	Inlagd Sill	Seafood	Svensk Sjîfîda AB	20	19	380
10371	Inlagd Sill	Seafood	Svensk Sjîfîda AB	6	19	114
10406	Inlagd Sill	Seafood	Svensk Sjîfîda AB	5	19	95
10259	Gravad lax	Seafood	Svensk Sjîfîda AB	1	26	26
10337	Gravad lax	Seafood	Svensk Sjîfîda AB	28	26	728
10408	Gravad lax	Seafood	Svensk Sjîfîda AB	10	26	260
10267	Boston Crab Meat	Seafood	New England Seafood Cannery	50	18.4	919.9999999999999
10273	Boston Crab Meat	Seafood	New England Seafood Cannery	60	18.4	1104
10285	Boston Crab Meat	Seafood	New England Seafood Cannery	40	18.4	736
10301	Boston Crab Meat	Seafood	New England Seafood Cannery	10	18.4	184
10303	Boston Crab Meat	Seafood	New England Seafood Cannery	40	18.4	736
10347	Boston Crab Meat	Seafood	New England Seafood Cannery	4	18.4	73.6
10406	Boston Crab Meat	Seafood	New England Seafood Cannery	2	18.4	36.8
10431	Boston Crab Meat	Seafood	New England Seafood Cannery	50	18.4	919.9999999999999
10250	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	10	9.65	96.5
10260	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	16	9.65	154.4
10264	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	25	9.65	241.25
10316	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	10	9.65	96.5
10318	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	20	9.65	193
10340	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	12	9.65	115.80000000000001
10351	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	13	9.65	125.45
10379	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	8	9.65	77.2
10411	Jack's New England Clam Chowder	Seafood	New England Seafood Cannery	25	9.65	241.25
10388	Rõgede sild	Seafood	Lyngbysild	15	9.5	142.5
10287	Spegesild	Seafood	Lyngbysild	15	12	180
10324	Spegesild	Seafood	Lyngbysild	30	12	360
10390	Spegesild	Seafood	Lyngbysild	45	12	540
10395	Spegesild	Seafood	Lyngbysild	28	12	336
10417	Spegesild	Seafood	Lyngbysild	2	12	24
10428	Spegesild	Seafood	Lyngbysild	20	12	240
10436	Spegesild	Seafood	Lyngbysild	5	12	60
10314	Escargots de Bourgogne	Seafood	Escargots Nouveaux	30	13.25	397.5
10327	Escargots de Bourgogne	Seafood	Escargots Nouveaux	30	13.25	397.5
10373	Escargots de Bourgogne	Seafood	Escargots Nouveaux	80	13.25	1060
10374	Escargots de Bourgogne	Seafood	Escargots Nouveaux	15	13.25	198.75
10278	Rîd Kaviar	Seafood	Svensk Sjîfîda AB	25	15	375
10420	Rîd Kaviar	Seafood	Svensk Sjîfîda AB	20	15	300
